Age,Age_Band,Gender,Primary_Device,Urban_or_Rural,Avg_Daily_Screen_Time_hr,Exceeded_Recommended_Limit,Health_Risk_Flag
12,Pre-teens,Male,Smartphone,Urban,4.05,True,1
8,Kids,Female,Smartphone,Urban,4.89,True,1
10,Pre-teens,Female,Smartphone,Rural,3.85,True,1
16,Teens,Female,Smartphone,Urban,3.74,True,1
8,Kids,Female,Smartphone,Urban,2.25,True,1
12,Pre-teens,Male,Tv,Urban,2.79,False,1
9,Pre-teens,Female,Tablet,Urban,3.32,True,1
11,Pre-teens,Male,Smartphone,Urban,3.78,True,1
18,Young Adults,Female,Tablet,Urban,3.97,True,1
8,Kids,Male,Tv,Urban,3.13,True,1
10,Pre-teens,Male,Tv,Urban,0.0,False,1
17,Young Adults,Female,Tablet,Urban,5.72,True,1
14,Teens,Male,Smartphone,Rural,3.84,True,1
17,Young Adults,Female,Smartphone,Urban,0.99,False,1
10,Pre-teens,Male,Tablet,Urban,5.9,True,1
11,Pre-teens,Female,Laptop,Rural,3.58,True,1
9,Pre-teens,Female,Smartphone,Urban,1.56,False,1
10,Pre-teens,Female,Smartphone,Urban,2.84,True,1
16,Teens,Female,Tv,Rural,4.91,True,1
10,Pre-teens,Male,Tablet,Urban,6.33,True,1
18,Young Adults,Female,Laptop,Urban,3.51,True,1
12,Pre-teens,Female,Smartphone,Urban,6.43,True,1
9,Pre-teens,Female,Tv,Urban,3.41,True,1
11,Pre-teens,Female,Tv,Urban,2.31,False,1
14,Teens,Female,Tv,Urban,3.91,True,1
14,Teens,Female,Tablet,Rural,6.23,True,1
10,Pre-teens,Female,Smartphone,Urban,0.11,False,1
12,Pre-teens,Female,Smartphone,Urban,2.08,False,1
8,Kids,Male,Tv,Rural,7.5,True,1
17,Young Adults,Male,Smartphone,Urban,4.53,True,1
17,Young Adults,Male,Smartphone,Urban,5.96,True,1
17,Young Adults,Female,Laptop,Urban,5.17,True,1
18,Young Adults,Male,Smartphone,Rural,1.61,False,1
8,Kids,Male,Tablet,Urban,6.45,True,1
12,Pre-teens,Female,Smartphone,Urban,7.4,True,1
17,Young Adults,Male,Laptop,Rural,4.06,True,1
16,Teens,Male,Smartphone,Urban,3.13,True,1
8,Kids,Male,Tv,Urban,3.48,True,1
8,Kids,Female,Tablet,Urban,3.23,True,1
11,Pre-teens,Male,Tablet,Urban,5.16,True,1
11,Pre-teens,Male,Smartphone,Urban,3.96,True,1
9,Pre-teens,Female,Tv,Urban,0.0,False,1
16,Teens,Female,Smartphone,Rural,4.01,True,1
16,Teens,Female,Smartphone,Urban,5.1,True,1
9,Pre-teens,Male,Smartphone,Rural,5.96,True,1
16,Teens,Female,Smartphone,Rural,4.01,True,1
13,Teens,Male,Smartphone,Urban,4.18,True,1
15,Teens,Male,Tablet,Urban,5.67,True,1
17,Young Adults,Female,Tv,Urban,5.73,True,1
11,Pre-teens,Male,Tv,Urban,4.59,True,1
9,Pre-teens,Female,Tablet,Rural,5.4,True,1
9,Pre-teens,Female,Tv,Urban,6.2,True,1
16,Teens,Male,Smartphone,Urban,5.45,True,1
8,Kids,Female,Tv,Rural,9.17,True,1
14,Teens,Female,Tablet,Urban,2.43,False,1
18,Young Adults,Female,Tv,Urban,3.6,True,1
10,Pre-teens,Male,Tv,Urban,2.94,True,1
9,Pre-teens,Female,Tablet,Urban,1.46,False,1
17,Young Adults,Female,Smartphone,Urban,4.76,True,1
13,Teens,Female,Smartphone,Rural,4.86,True,1
17,Young Adults,Female,Tablet,Rural,6.68,True,1
9,Pre-teens,Female,Tablet,Urban,4.99,True,1
17,Young Adults,Female,Laptop,Urban,5.27,True,1
11,Pre-teens,Female,Smartphone,Urban,2.98,False,1
17,Young Adults,Male,Tv,Rural,5.84,True,1
16,Teens,Male,Smartphone,Urban,5.37,True,1
16,Teens,Female,Tv,Urban,6.08,True,1
13,Teens,Male,Smartphone,Urban,4.85,True,1
11,Pre-teens,Female,Smartphone,Urban,5.19,True,1
14,Teens,Male,Tv,Rural,5.7,True,1
8,Kids,Male,Smartphone,Urban,4.22,True,1
11,Pre-teens,Male,Laptop,Urban,5.6,True,1
12,Pre-teens,Female,Laptop,Urban,3.57,True,1
15,Teens,Female,Tablet,Rural,3.9,True,1
9,Pre-teens,Male,Tv,Rural,8.78,True,1
12,Pre-teens,Female,Smartphone,Urban,4.09,True,1
13,Teens,Male,Smartphone,Urban,3.7,True,1
12,Pre-teens,Female,Smartphone,Rural,5.66,True,1
16,Teens,Female,Smartphone,Urban,4.72,True,1
17,Young Adults,Male,Smartphone,Urban,3.24,True,1
8,Kids,Female,Tv,Rural,1.67,False,1
10,Pre-teens,Female,Tv,Urban,0.0,False,1
9,Pre-teens,Female,Tv,Rural,6.13,True,1
10,Pre-teens,Male,Smartphone,Urban,7.67,True,1
17,Young Adults,Male,Tablet,Urban,2.95,False,1
16,Teens,Male,Tv,Urban,3.42,True,1
16,Teens,Male,Laptop,Urban,2.48,False,1
17,Young Adults,Female,Smartphone,Urban,3.64,True,1
9,Pre-teens,Male,Smartphone,Urban,5.56,True,1
10,Pre-teens,Female,Smartphone,Rural,0.0,False,1
11,Pre-teens,Male,Laptop,Rural,4.99,True,1
16,Teens,Female,Tv,Rural,4.9,True,1
10,Pre-teens,Male,Tablet,Rural,5.05,True,1
14,Teens,Male,Smartphone,Urban,3.95,True,1
10,Pre-teens,Female,Tv,Rural,4.51,True,1
14,Teens,Female,Tablet,Urban,0.48,False,1
14,Teens,Female,Laptop,Urban,5.97,True,1
16,Teens,Male,Smartphone,Rural,5.12,True,1
9,Pre-teens,Male,Tablet,Urban,0.92,False,1
13,Teens,Female,Smartphone,Urban,3.99,True,1
16,Teens,Male,Laptop,Rural,5.46,True,1
9,Pre-teens,Male,Tv,Urban,10.21,True,1
9,Pre-teens,Female,Smartphone,Urban,3.01,True,1
12,Pre-teens,Female,Smartphone,Urban,3.19,True,1
17,Young Adults,Male,Laptop,Urban,5.24,True,1
17,Young Adults,Male,Smartphone,Urban,4.56,True,1
17,Young Adults,Female,Tablet,Urban,4.33,True,1
15,Teens,Male,Tv,Urban,4.73,True,1
18,Young Adults,Male,Smartphone,Urban,3.33,True,1
16,Teens,Male,Smartphone,Rural,4.87,True,1
9,Pre-teens,Female,Tv,Urban,6.51,True,1
12,Pre-teens,Female,Laptop,Urban,4.47,True,1
14,Teens,Female,Smartphone,Urban,6.69,True,1
13,Teens,Male,Smartphone,Rural,3.4,True,1
13,Teens,Male,Smartphone,Urban,3.79,True,1
14,Teens,Female,Laptop,Urban,3.72,True,1
10,Pre-teens,Female,Tv,Urban,5.53,True,1
10,Pre-teens,Female,Smartphone,Urban,2.71,True,1
17,Young Adults,Male,Smartphone,Rural,5.57,True,1
16,Teens,Female,Laptop,Urban,4.38,True,1
15,Teens,Female,Tv,Rural,5.63,True,1
12,Pre-teens,Male,Tv,Rural,4.01,True,1
13,Teens,Male,Tablet,Urban,3.39,True,1
18,Young Adults,Female,Laptop,Urban,3.91,True,1
17,Young Adults,Male,Smartphone,Rural,4.05,True,1
8,Kids,Female,Tablet,Rural,1.2,False,1
17,Young Adults,Male,Tv,Rural,4.92,True,1
8,Kids,Female,Smartphone,Rural,1.82,False,1
11,Pre-teens,Male,Smartphone,Urban,4.15,True,1
9,Pre-teens,Male,Tablet,Urban,0.34,False,1
18,Young Adults,Female,Tv,Urban,4.77,True,1
14,Teens,Male,Smartphone,Urban,5.4,True,1
9,Pre-teens,Female,Tv,Urban,2.78,True,1
17,Young Adults,Male,Tv,Urban,4.92,True,1
9,Pre-teens,Male,Tablet,Urban,0.01,False,1
12,Pre-teens,Female,Tv,Rural,5.06,True,1
11,Pre-teens,Female,Tv,Urban,4.2,True,1
15,Teens,Female,Tablet,Urban,5.66,True,1
11,Pre-teens,Female,Smartphone,Urban,3.47,True,1
13,Teens,Male,Laptop,Urban,5.42,True,1
12,Pre-teens,Male,Smartphone,Urban,5.64,True,1
18,Young Adults,Female,Tablet,Urban,3.48,True,1
9,Pre-teens,Male,Smartphone,Urban,2.74,True,1
18,Young Adults,Male,Tv,Urban,4.31,True,1
15,Teens,Male,Smartphone,Urban,2.59,False,1
9,Pre-teens,Female,Smartphone,Urban,1.07,False,1
16,Teens,Male,Laptop,Urban,3.94,True,1
16,Teens,Female,Smartphone,Urban,3.01,True,1
10,Pre-teens,Female,Tablet,Urban,5.27,True,1
11,Pre-teens,Female,Laptop,Rural,4.72,True,1
15,Teens,Male,Tablet,Urban,3.79,True,1
16,Teens,Female,Smartphone,Rural,3.72,True,1
10,Pre-teens,Female,Smartphone,Urban,5.43,True,1
12,Pre-teens,Female,Tv,Urban,4.79,True,1
18,Young Adults,Male,Smartphone,Urban,5.86,True,1
15,Teens,Male,Laptop,Urban,3.02,True,1
14,Teens,Female,Smartphone,Urban,4.02,True,1
18,Young Adults,Male,Smartphone,Rural,4.23,True,1
15,Teens,Female,Smartphone,Urban,4.95,True,1
17,Young Adults,Female,Tv,Urban,6.1,True,1
18,Young Adults,Female,Laptop,Urban,5.31,True,1
10,Pre-teens,Female,Smartphone,Urban,5.32,True,1
9,Pre-teens,Male,Tablet,Urban,2.6,True,1
17,Young Adults,Male,Laptop,Urban,4.25,True,1
14,Teens,Female,Tablet,Urban,2.77,False,1
16,Teens,Male,Smartphone,Rural,5.4,True,1
8,Kids,Male,Tablet,Urban,6.21,True,1
10,Pre-teens,Female,Tv,Rural,0.0,False,1
12,Pre-teens,Male,Tv,Urban,2.31,False,1
10,Pre-teens,Female,Smartphone,Rural,2.85,True,1
8,Kids,Female,Tv,Rural,1.89,False,1
14,Teens,Female,Smartphone,Urban,4.73,True,1
14,Teens,Female,Smartphone,Urban,3.43,True,1
17,Young Adults,Male,Tv,Urban,1.71,False,1
15,Teens,Female,Tablet,Rural,4.54,True,1
12,Pre-teens,Female,Smartphone,Rural,6.61,True,1
17,Young Adults,Female,Smartphone,Urban,3.73,True,1
12,Pre-teens,Female,Smartphone,Urban,5.54,True,1
12,Pre-teens,Male,Smartphone,Urban,4.94,True,1
8,Kids,Female,Smartphone,Urban,4.32,True,1
17,Young Adults,Female,Tv,Urban,3.87,True,1
12,Pre-teens,Male,Smartphone,Urban,6.42,True,1
13,Teens,Female,Smartphone,Urban,3.63,True,1
8,Kids,Male,Tv,Urban,6.5,True,1
18,Young Adults,Male,Smartphone,Urban,6.33,True,1
8,Kids,Female,Tv,Urban,5.34,True,1
18,Young Adults,Male,Smartphone,Urban,5.03,True,1
9,Pre-teens,Male,Tv,Urban,1.44,False,1
9,Pre-teens,Male,Tv,Rural,0.0,False,1
12,Pre-teens,Female,Smartphone,Urban,3.49,True,1
17,Young Adults,Female,Tv,Urban,4.58,True,1
14,Teens,Male,Smartphone,Urban,5.6,True,1
8,Kids,Female,Tablet,Urban,6.96,True,1
17,Young Adults,Male,Tv,Rural,4.68,True,1
8,Kids,Male,Smartphone,Urban,2.7,True,1
8,Kids,Female,Tv,Urban,4.33,True,1
13,Teens,Male,Laptop,Urban,4.06,True,1
9,Pre-teens,Male,Tablet,Urban,1.51,False,1
8,Kids,Female,Smartphone,Rural,0.51,False,1
13,Teens,Male,Smartphone,Rural,5.05,True,1
9,Pre-teens,Female,Tv,Urban,4.13,True,1
13,Teens,Female,Tv,Urban,2.91,False,1
17,Young Adults,Male,Laptop,Urban,3.46,True,1
15,Teens,Female,Smartphone,Urban,3.91,True,1
9,Pre-teens,Male,Smartphone,Urban,2.57,True,1
18,Young Adults,Male,Smartphone,Rural,6.07,True,1
16,Teens,Male,Smartphone,Urban,3.65,True,1
15,Teens,Female,Laptop,Urban,3.16,True,1
17,Young Adults,Male,Smartphone,Rural,2.1,False,1
8,Kids,Female,Tablet,Urban,7.69,True,1
14,Teens,Male,Laptop,Urban,5.52,True,1
17,Young Adults,Female,Smartphone,Urban,2.86,False,1
13,Teens,Male,Tv,Urban,3.81,True,1
13,Teens,Male,Tablet,Urban,6.51,True,1
13,Teens,Female,Smartphone,Urban,5.95,True,1
13,Teens,Female,Laptop,Urban,5.53,True,1
17,Young Adults,Male,Tv,Urban,5.64,True,1
14,Teens,Male,Tv,Urban,2.57,False,1
10,Pre-teens,Male,Smartphone,Urban,5.7,True,1
13,Teens,Male,Laptop,Rural,4.61,True,1
10,Pre-teens,Male,Smartphone,Rural,4.03,True,1
14,Teens,Male,Smartphone,Urban,4.9,True,1
14,Teens,Female,Smartphone,Urban,5.84,True,1
15,Teens,Female,Laptop,Urban,4.35,True,1
9,Pre-teens,Female,Smartphone,Urban,7.32,True,1
16,Teens,Male,Smartphone,Urban,4.93,True,1
12,Pre-teens,Female,Smartphone,Urban,3.23,True,1
16,Teens,Female,Tv,Rural,8.67,True,1
17,Young Adults,Female,Smartphone,Urban,3.51,True,1
12,Pre-teens,Female,Smartphone,Urban,5.8,True,1
14,Teens,Female,Smartphone,Urban,5.66,True,1
18,Young Adults,Female,Laptop,Urban,5.04,True,1
16,Teens,Female,Smartphone,Rural,4.1,True,1
11,Pre-teens,Female,Smartphone,Rural,4.2,True,1
9,Pre-teens,Female,Smartphone,Urban,0.69,False,1
16,Teens,Female,Smartphone,Urban,5.13,True,1
10,Pre-teens,Female,Smartphone,Urban,1.6,False,1
17,Young Adults,Male,Tablet,Urban,5.1,True,1
9,Pre-teens,Male,Smartphone,Urban,5.36,True,1
10,Pre-teens,Male,Smartphone,Urban,5.4,True,1
13,Teens,Male,Smartphone,Urban,5.46,True,1
10,Pre-teens,Male,Smartphone,Urban,0.0,False,1
17,Young Adults,Male,Laptop,Rural,3.67,True,1
15,Teens,Female,Smartphone,Urban,4.04,True,1
18,Young Adults,Female,Smartphone,Rural,6.1,True,1
13,Teens,Male,Laptop,Rural,4.5,True,1
14,Teens,Female,Smartphone,Urban,4.06,True,1
8,Kids,Male,Tv,Urban,7.18,True,1
10,Pre-teens,Male,Smartphone,Urban,7.39,True,1
10,Pre-teens,Male,Tablet,Rural,3.11,True,1
9,Pre-teens,Female,Smartphone,Urban,4.05,True,1
14,Teens,Male,Laptop,Urban,6.53,True,1
16,Teens,Female,Smartphone,Urban,2.13,False,1
11,Pre-teens,Male,Laptop,Rural,2.89,False,1
12,Pre-teens,Male,Tablet,Urban,3.44,True,1
10,Pre-teens,Male,Tv,Urban,4.4,True,1
18,Young Adults,Male,Smartphone,Urban,5.87,True,1
16,Teens,Male,Smartphone,Urban,1.78,False,1
11,Pre-teens,Male,Tv,Urban,3.96,True,1
12,Pre-teens,Male,Smartphone,Urban,4.76,True,1
8,Kids,Female,Smartphone,Urban,2.01,True,1
18,Young Adults,Male,Laptop,Rural,3.64,True,1
9,Pre-teens,Male,Smartphone,Rural,3.13,True,1
16,Teens,Male,Tablet,Rural,5.24,True,1
9,Pre-teens,Male,Tv,Rural,0.03,False,1
12,Pre-teens,Female,Smartphone,Urban,2.81,False,1
15,Teens,Female,Tv,Urban,4.59,True,1
10,Pre-teens,Male,Tv,Urban,3.91,True,1
13,Teens,Female,Laptop,Urban,4.53,True,1
11,Pre-teens,Female,Tablet,Urban,5.27,True,1
18,Young Adults,Male,Tv,Rural,4.81,True,1
14,Teens,Male,Laptop,Rural,5.85,True,1
17,Young Adults,Female,Tv,Rural,4.55,True,1
10,Pre-teens,Male,Smartphone,Rural,2.35,True,1
13,Teens,Male,Smartphone,Rural,4.13,True,1
17,Young Adults,Male,Smartphone,Urban,4.07,True,1
16,Teens,Male,Tablet,Urban,4.61,True,1
18,Young Adults,Female,Smartphone,Rural,3.22,True,1
17,Young Adults,Female,Tv,Rural,4.55,True,1
8,Kids,Male,Smartphone,Urban,4.2,True,1
10,Pre-teens,Female,Tablet,Urban,5.25,True,1
9,Pre-teens,Male,Tv,Urban,5.38,True,1
15,Teens,Male,Smartphone,Urban,5.78,True,1
14,Teens,Female,Tv,Rural,4.44,True,1
9,Pre-teens,Male,Tv,Urban,2.88,True,1
13,Teens,Male,Smartphone,Rural,3.29,True,1
10,Pre-teens,Male,Tv,Urban,0.72,False,1
15,Teens,Female,Smartphone,Urban,3.51,True,1
17,Young Adults,Female,Tv,Urban,4.76,True,1
10,Pre-teens,Male,Smartphone,Rural,4.12,True,1
17,Young Adults,Female,Tv,Urban,4.08,True,1
16,Teens,Female,Laptop,Rural,5.84,True,1
8,Kids,Male,Smartphone,Urban,3.0,True,1
12,Pre-teens,Male,Tablet,Rural,2.24,False,1
10,Pre-teens,Male,Smartphone,Urban,3.4,True,1
13,Teens,Male,Tv,Urban,6.18,True,1
17,Young Adults,Female,Smartphone,Urban,5.23,True,1
9,Pre-teens,Female,Smartphone,Urban,3.78,True,1
16,Teens,Female,Laptop,Rural,3.86,True,1
13,Teens,Male,Laptop,Urban,5.3,True,1
14,Teens,Female,Tablet,Rural,2.05,False,1
12,Pre-teens,Male,Tv,Rural,6.15,True,1
16,Teens,Male,Tablet,Rural,3.88,True,1
8,Kids,Male,Smartphone,Urban,4.89,True,1
12,Pre-teens,Male,Smartphone,Urban,4.06,True,1
18,Young Adults,Female,Smartphone,Urban,5.05,True,1
17,Young Adults,Male,Laptop,Urban,4.29,True,1
18,Young Adults,Female,Smartphone,Urban,5.23,True,1
13,Teens,Female,Laptop,Rural,4.58,True,1
14,Teens,Female,Tv,Urban,5.11,True,1
11,Pre-teens,Female,Smartphone,Rural,6.47,True,1
8,Kids,Female,Tv,Urban,4.43,True,1
18,Young Adults,Male,Smartphone,Urban,5.82,True,1
15,Teens,Female,Tablet,Urban,4.75,True,1
17,Young Adults,Female,Smartphone,Urban,4.68,True,1
11,Pre-teens,Female,Laptop,Urban,1.9,False,1
10,Pre-teens,Male,Tv,Rural,1.04,False,1
14,Teens,Female,Smartphone,Urban,5.81,True,1
9,Pre-teens,Female,Smartphone,Rural,5.36,True,1
15,Teens,Female,Smartphone,Rural,4.92,True,1
13,Teens,Male,Smartphone,Rural,3.62,True,1
14,Teens,Male,Laptop,Urban,6.78,True,1
12,Pre-teens,Male,Smartphone,Urban,4.1,True,1
16,Teens,Male,Smartphone,Urban,4.66,True,1
12,Pre-teens,Female,Smartphone,Rural,5.02,True,1
18,Young Adults,Male,Tv,Urban,0.47,False,1
12,Pre-teens,Male,Smartphone,Urban,4.64,True,1
10,Pre-teens,Female,Smartphone,Rural,0.68,False,1
18,Young Adults,Male,Smartphone,Urban,5.16,True,1
8,Kids,Male,Tv,Rural,1.82,False,1
9,Pre-teens,Female,Tablet,Rural,4.6,True,1
15,Teens,Male,Tv,Urban,5.46,True,1
8,Kids,Female,Smartphone,Urban,1.73,False,1
14,Teens,Male,Smartphone,Urban,6.17,True,1
12,Pre-teens,Female,Laptop,Rural,3.23,True,1
10,Pre-teens,Female,Tv,Urban,5.27,True,1
18,Young Adults,Male,Tv,Urban,4.81,True,1
14,Teens,Male,Tv,Urban,3.79,True,1
16,Teens,Female,Smartphone,Urban,3.01,True,1
9,Pre-teens,Female,Tablet,Urban,3.76,True,1
15,Teens,Male,Tv,Urban,4.1,True,1
16,Teens,Female,Laptop,Rural,2.79,False,1
18,Young Adults,Male,Smartphone,Rural,4.96,True,1
10,Pre-teens,Male,Smartphone,Urban,7.28,True,1
9,Pre-teens,Male,Tv,Urban,2.76,True,1
14,Teens,Male,Smartphone,Rural,5.59,True,1
12,Pre-teens,Male,Tv,Rural,5.42,True,1
12,Pre-teens,Female,Smartphone,Urban,4.92,True,1
17,Young Adults,Male,Tv,Rural,6.08,True,1
12,Pre-teens,Female,Smartphone,Urban,5.24,True,1
11,Pre-teens,Female,Smartphone,Urban,5.54,True,1
12,Pre-teens,Female,Smartphone,Urban,5.5,True,1
11,Pre-teens,Female,Tv,Urban,3.28,True,1
13,Teens,Male,Tv,Urban,3.84,True,1
11,Pre-teens,Female,Tablet,Urban,6.86,True,1
9,Pre-teens,Female,Tv,Urban,6.86,True,1
16,Teens,Male,Smartphone,Urban,6.41,True,1
9,Pre-teens,Male,Tablet,Urban,0.0,False,1
16,Teens,Male,Laptop,Urban,3.91,True,1
17,Young Adults,Male,Laptop,Urban,5.05,True,1
13,Teens,Male,Tv,Rural,5.65,True,1
16,Teens,Female,Tv,Urban,4.74,True,1
16,Teens,Female,Smartphone,Urban,2.63,False,1
10,Pre-teens,Male,Smartphone,Rural,6.25,True,1
8,Kids,Male,Smartphone,Rural,3.35,True,1
8,Kids,Female,Smartphone,Urban,8.25,True,1
10,Pre-teens,Female,Tablet,Urban,1.51,False,1
12,Pre-teens,Female,Tv,Rural,5.02,True,1
10,Pre-teens,Female,Tv,Urban,2.16,True,1
16,Teens,Female,Tv,Rural,5.64,True,1
16,Teens,Female,Smartphone,Urban,4.24,True,1
10,Pre-teens,Male,Tablet,Rural,0.05,False,1
12,Pre-teens,Female,Smartphone,Urban,3.76,True,1
9,Pre-teens,Male,Tv,Urban,3.45,True,1
13,Teens,Male,Tv,Urban,5.23,True,1
14,Teens,Male,Tv,Urban,4.89,True,1
16,Teens,Female,Smartphone,Urban,5.48,True,1
13,Teens,Female,Smartphone,Urban,3.3,True,1
10,Pre-teens,Male,Tv,Urban,3.9,True,1
12,Pre-teens,Female,Tv,Urban,5.57,True,1
11,Pre-teens,Male,Smartphone,Rural,7.16,True,1
12,Pre-teens,Female,Laptop,Rural,4.31,True,1
15,Teens,Male,Tv,Urban,3.1,True,1
15,Teens,Female,Smartphone,Rural,5.01,True,1
13,Teens,Female,Laptop,Rural,3.58,True,1
8,Kids,Female,Tablet,Urban,0.98,False,1
15,Teens,Female,Laptop,Urban,4.3,True,1
15,Teens,Female,Tv,Urban,3.83,True,1
9,Pre-teens,Male,Smartphone,Urban,0.72,False,1
11,Pre-teens,Female,Tv,Rural,3.19,True,1
9,Pre-teens,Male,Tv,Urban,3.36,True,1
11,Pre-teens,Male,Smartphone,Rural,3.35,True,1
17,Young Adults,Male,Tv,Urban,2.3,False,1
14,Teens,Male,Laptop,Urban,4.74,True,1
16,Teens,Male,Smartphone,Urban,5.06,True,1
15,Teens,Female,Laptop,Rural,4.29,True,1
16,Teens,Male,Tv,Rural,4.56,True,1
15,Teens,Male,Smartphone,Rural,4.43,True,1
9,Pre-teens,Female,Tablet,Urban,6.01,True,1
14,Teens,Male,Smartphone,Urban,4.9,True,1
9,Pre-teens,Male,Tv,Urban,6.24,True,1
18,Young Adults,Female,Smartphone,Urban,4.09,True,1
9,Pre-teens,Male,Tv,Urban,2.88,True,1
11,Pre-teens,Female,Tv,Urban,3.57,True,1
12,Pre-teens,Male,Laptop,Urban,4.08,True,1
13,Teens,Male,Tv,Urban,5.07,True,1
16,Teens,Female,Laptop,Rural,6.63,True,1
17,Young Adults,Male,Smartphone,Rural,5.2,True,1
15,Teens,Male,Smartphone,Urban,4.06,True,1
9,Pre-teens,Male,Smartphone,Urban,0.0,False,1
8,Kids,Female,Tv,Rural,4.27,True,1
9,Pre-teens,Female,Smartphone,Urban,5.33,True,1
14,Teens,Female,Smartphone,Urban,5.2,True,1
11,Pre-teens,Female,Tablet,Urban,5.62,True,1
17,Young Adults,Female,Smartphone,Urban,3.22,True,1
12,Pre-teens,Female,Smartphone,Urban,4.83,True,1
14,Teens,Female,Smartphone,Urban,2.73,False,1
10,Pre-teens,Female,Tablet,Urban,4.81,True,1
17,Young Adults,Male,Smartphone,Urban,4.16,True,1
9,Pre-teens,Female,Tv,Urban,8.08,True,1
14,Teens,Male,Tv,Urban,5.31,True,1
12,Pre-teens,Female,Smartphone,Urban,5.19,True,1
8,Kids,Male,Tablet,Urban,4.26,True,1
8,Kids,Male,Smartphone,Rural,3.77,True,1
16,Teens,Male,Smartphone,Urban,4.59,True,1
12,Pre-teens,Male,Smartphone,Urban,5.64,True,1
8,Kids,Male,Tablet,Urban,6.3,True,1
14,Teens,Male,Smartphone,Urban,3.75,True,1
16,Teens,Male,Tablet,Rural,5.49,True,1
18,Young Adults,Female,Smartphone,Urban,4.63,True,1
8,Kids,Female,Smartphone,Urban,4.96,True,1
17,Young Adults,Female,Smartphone,Urban,4.43,True,1
11,Pre-teens,Female,Smartphone,Rural,3.34,True,1
10,Pre-teens,Male,Tablet,Rural,2.15,True,1
12,Pre-teens,Female,Laptop,Urban,0.32,False,1
14,Teens,Female,Tv,Urban,5.27,True,1
15,Teens,Male,Smartphone,Urban,2.5,False,1
9,Pre-teens,Female,Smartphone,Urban,9.23,True,1
14,Teens,Female,Smartphone,Urban,4.93,True,1
8,Kids,Male,Smartphone,Rural,0.0,False,1
14,Teens,Female,Smartphone,Urban,4.66,True,1
15,Teens,Female,Tv,Rural,5.56,True,1
9,Pre-teens,Male,Smartphone,Urban,1.56,False,1
16,Teens,Female,Smartphone,Urban,3.43,True,1
8,Kids,Male,Smartphone,Urban,8.35,True,1
13,Teens,Female,Smartphone,Rural,4.56,True,1
8,Kids,Male,Tablet,Urban,2.1,True,1
10,Pre-teens,Male,Tv,Urban,5.69,True,1
18,Young Adults,Male,Tv,Urban,5.54,True,1
13,Teens,Female,Smartphone,Urban,4.37,True,1
10,Pre-teens,Female,Tablet,Urban,3.99,True,1
15,Teens,Female,Smartphone,Rural,6.26,True,1
12,Pre-teens,Male,Smartphone,Urban,7.49,True,1
9,Pre-teens,Male,Tv,Rural,4.96,True,1
11,Pre-teens,Female,Smartphone,Rural,5.53,True,1
16,Teens,Female,Tv,Urban,2.67,False,1
11,Pre-teens,Male,Laptop,Urban,3.99,True,1
17,Young Adults,Female,Tablet,Urban,2.76,False,1
17,Young Adults,Female,Laptop,Urban,5.01,True,1
15,Teens,Female,Tv,Rural,4.49,True,1
12,Pre-teens,Male,Smartphone,Urban,5.9,True,1
18,Young Adults,Male,Tv,Rural,4.03,True,1
18,Young Adults,Female,Smartphone,Urban,3.38,True,1
17,Young Adults,Female,Smartphone,Rural,4.33,True,1
8,Kids,Male,Smartphone,Rural,2.46,True,1
14,Teens,Female,Smartphone,Urban,4.42,True,1
10,Pre-teens,Male,Tablet,Urban,3.4,True,1
17,Young Adults,Female,Laptop,Urban,5.69,True,1
15,Teens,Male,Smartphone,Urban,2.36,False,1
10,Pre-teens,Male,Smartphone,Urban,8.57,True,1
8,Kids,Female,Tablet,Urban,6.23,True,1
12,Pre-teens,Female,Smartphone,Urban,4.02,True,1
9,Pre-teens,Female,Tv,Urban,1.54,False,1
18,Young Adults,Male,Smartphone,Urban,3.2,True,1
11,Pre-teens,Female,Tv,Rural,5.09,True,1
8,Kids,Male,Tv,Rural,0.42,False,1
16,Teens,Female,Smartphone,Urban,3.56,True,1
13,Teens,Male,Smartphone,Rural,4.24,True,1
15,Teens,Female,Tablet,Rural,3.56,True,1
18,Young Adults,Male,Smartphone,Urban,3.22,True,1
11,Pre-teens,Male,Smartphone,Urban,3.42,True,1
16,Teens,Female,Tv,Urban,1.53,False,1
9,Pre-teens,Male,Tv,Urban,2.28,True,1
16,Teens,Female,Smartphone,Urban,2.47,False,1
12,Pre-teens,Male,Tv,Urban,5.44,True,1
13,Teens,Female,Tablet,Rural,4.54,True,1
10,Pre-teens,Male,Smartphone,Urban,3.32,True,1
11,Pre-teens,Male,Laptop,Rural,2.57,False,1
13,Teens,Female,Laptop,Urban,4.49,True,1
14,Teens,Male,Laptop,Rural,6.49,True,1
8,Kids,Female,Tablet,Urban,0.0,False,1
14,Teens,Female,Smartphone,Rural,3.39,True,1
8,Kids,Male,Tablet,Rural,7.66,True,1
12,Pre-teens,Male,Smartphone,Urban,3.51,True,1
13,Teens,Female,Smartphone,Urban,7.54,True,1
9,Pre-teens,Female,Tablet,Rural,5.35,True,1
17,Young Adults,Female,Laptop,Urban,5.83,True,1
16,Teens,Male,Laptop,Urban,3.71,True,1
17,Young Adults,Male,Laptop,Urban,5.04,True,1
13,Teens,Male,Smartphone,Urban,2.52,False,1
14,Teens,Male,Laptop,Rural,5.39,True,1
17,Young Adults,Male,Smartphone,Urban,2.71,False,1
